datestamp,centre_name,value
2024-09-27,Met Office - Bradford,616137
2024-09-28,Met Office - Bradford,594403
2024-09-29,Met Office - Bradford,583885
2024-09-30,Met Office - Bradford,584020
2024-10-01,Met Office - Bradford,583278
2024-10-02,Met Office - Bradford,589181
2024-10-03,Met Office - Bradford,626827
2024-10-04,Met Office - Bradford,631557
2024-10-05,Met Office - Bradford,656703
2024-10-06,Met Office - Bradford,625588
2024-10-07,Met Office - Bradford,595403
2024-10-08,Met Office - Bradford,563634
2024-10-09,Met Office - Bradford,596917
2024-10-10,Met Office - Bradford,628567
2024-10-11,Met Office - Bradford,611008
2024-10-12,Met Office - Bradford,588498
2024-10-13,Met Office - Bradford,545061
2024-10-14,Met Office - Bradford,603926
2024-10-15,Met Office - Bradford,617503
2024-10-16,Met Office - Bradford,592781
2024-10-17,Met Office - Bradford,589649
2024-10-18,Met Office - Bradford,607413
2024-10-19,Met Office - Bradford,558461
2024-10-20,Met Office - Bradford,582060
2024-10-21,Met Office - Bradford,605170
2024-10-22,Met Office - Bradford,618032
2024-10-23,Met Office - Bradford,607119
2024-10-24,Met Office - Bradford,615379
2024-10-25,Met Office - Bradford,626540
2024-10-26,Met Office - Bradford,591603
2024-10-27,Met Office - Bradford,605526
2024-10-28,Met Office - Bradford,604237
2024-10-29,Met Office - Bradford,633886
2024-10-30,Met Office - Bradford,631647
2024-10-31,Met Office - Bradford,637619
2024-11-01,Met Office - Bradford,653275
2024-11-02,Met Office - Bradford,616928
2024-11-03,Met Office - Bradford,616280
2024-11-04,Met Office - Bradford,620394
2024-11-05,Met Office - Bradford,609706
2024-11-06,Met Office - Bradford,567368
2024-11-07,Met Office - Bradford,548369
2024-11-08,Met Office - Bradford,585301
2024-11-09,Met Office - Bradford,572825
2024-11-10,Met Office - Bradford,557640
2024-11-11,Met Office - Bradford,572868
2024-11-12,Met Office - Bradford,567203
2024-11-13,Met Office - Bradford,574050
2024-11-14,Met Office - Bradford,585984
2024-11-15,Met Office - Bradford,603894
2024-11-16,Met Office - Bradford,587564
2024-11-17,Met Office - Bradford,578820
2024-11-18,Met Office - Bradford,623647
2024-11-19,Met Office - Bradford,625578
2024-11-20,Met Office - Bradford,606098
2024-11-21,Met Office - Bradford,588895
2024-11-22,Met Office - Bradford,583030
2024-11-23,Met Office - Bradford,593698
2024-11-24,Met Office - Bradford,590727
2024-11-25,Met Office - Bradford,602146
2024-11-26,Met Office - Bradford,595368
2024-11-27,Met Office - Bradford,603161
2024-11-28,Met Office - Bradford,616673
2024-11-29,Met Office - Bradford,635543
2024-11-30,Met Office - Bradford,591505
2024-12-01,Met Office - Bradford,568140
2024-12-02,Met Office - Bradford,584869
2024-12-03,Met Office - Bradford,573552
2024-12-04,Met Office - Bradford,594110
2024-12-05,Met Office - Bradford,559469
2024-12-06,Met Office - Bradford,617673
2024-12-07,Met Office - Bradford,606766
2024-12-08,Met Office - Bradford,590760
2024-12-09,Met Office - Bradford,606960
2024-12-10,Met Office - Bradford,628813
2024-12-11,Met Office - Bradford,611530
2024-12-12,Met Office - Bradford,584158
2024-12-13,Met Office - Bradford,639129
2024-12-14,Met Office - Bradford,569844
2024-12-15,Met Office - Bradford,590867
2024-12-16,Met Office - Bradford,619774
2024-12-17,Met Office - Bradford,602409
2024-12-18,Met Office - Bradford,606494
2024-12-19,Met Office - Bradford,640680
2024-12-20,Met Office - Bradford,603426
2024-12-21,Met Office - Bradford,607893
2024-12-22,Met Office - Bradford,660176
2024-12-23,Met Office - Bradford,603470
2024-12-24,Met Office - Bradford,579591
2024-12-25,Met Office - Bradford,589465
2024-12-26,Met Office - Bradford,581863
2024-12-27,Met Office - Bradford,615935
2024-12-28,Met Office - Bradford,586067
2024-12-29,Met Office - Bradford,584188
2024-12-30,Met Office - Bradford,594481
2024-12-31,Met Office - Bradford,599590
2025-01-01,Met Office - Bradford,577601
2025-01-02,Met Office - Bradford,607459
2025-01-03,Met Office - Bradford,599189
2025-01-04,Met Office - Bradford,624713
2025-01-05,Met Office - Bradford,553875
2025-01-06,Met Office - Bradford,554925
2025-01-07,Met Office - Bradford,613778
2025-01-08,Met Office - Bradford,572455
2025-01-09,Met Office - Bradford,580086
2025-01-10,Met Office - Bradford,604824
2025-01-11,Met Office - Bradford,559510
2025-01-12,Met Office - Bradford,569883
2025-01-13,Met Office - Bradford,573230
2025-01-14,Met Office - Bradford,600721
2025-01-15,Met Office - Bradford,606532
2025-01-16,Met Office - Bradford,627314
2025-01-17,Met Office - Bradford,619714
2025-01-18,Met Office - Bradford,638155
2025-01-19,Met Office - Bradford,601514
2025-01-20,Met Office - Bradford,614661
2025-01-21,Met Office - Bradford,608951
2025-01-22,Met Office - Bradford,642895
2025-01-23,Met Office - Bradford,625073
2025-01-24,Met Office - Bradford,598257
2025-01-25,Met Office - Bradford,600468
2025-01-26,Met Office - Bradford,
2025-01-27,Met Office - Bradford,1098077
2025-01-28,Met Office - Bradford,
2025-01-29,Met Office - Bradford,
2025-01-30,Met Office - Bradford,
2025-01-31,Met Office - Bradford,
2025-02-01,Met Office - Bradford,
2025-02-02,Met Office - Bradford,
2025-02-03,Met Office - Bradford,
2025-02-04,Met Office - Bradford,
2025-02-05,Met Office - Bradford,
2025-02-06,Met Office - Bradford,
2025-02-07,Met Office - Bradford,
2025-02-08,Met Office - Bradford,
2025-02-09,Met Office - Bradford,
2025-02-10,Met Office - Bradford,
2025-02-11,Met Office - Bradford,
2025-02-12,Met Office - Bradford,
2025-02-13,Met Office - Bradford,
2025-02-14,Met Office - Bradford,
2025-02-15,Met Office - Bradford,
2025-02-17,Met Office - Bradford,
2025-02-18,Met Office - Bradford,
2025-02-19,Met Office - Bradford,
2025-02-20,Met Office - Bradford,
2025-02-21,Met Office - Bradford,
2025-02-22,Met Office - Bradford,
2025-02-23,Met Office - Bradford,
2025-02-24,Met Office - Bradford,
2025-02-25,Met Office - Bradford,
2025-02-26,Met Office - Bradford,
2025-02-27,Met Office - Bradford,
2025-02-28,Met Office - Bradford,
2025-03-01,Met Office - Bradford,
2025-03-02,Met Office - Bradford,
2025-05-21,Met Office - Bradford,
2025-05-22,Met Office - Bradford,
2025-05-23,Met Office - Bradford,
2025-05-24,Met Office - Bradford,
2025-05-25,Met Office - Bradford,
2025-05-26,Met Office - Bradford,
2025-05-27,Met Office - Bradford,
2025-05-28,Met Office - Bradford,
2025-05-29,Met Office - Bradford,
2025-05-30,Met Office - Bradford,
2025-05-31,Met Office - Bradford,
2025-06-01,Met Office - Bradford,
2025-06-02,Met Office - Bradford,
2025-06-03,Met Office - Bradford,
2025-06-04,Met Office - Bradford,979901
2025-06-05,Met Office - Bradford,
2025-06-06,Met Office - Bradford,
2025-06-07,Met Office - Bradford,
2025-06-08,Met Office - Bradford,
2025-06-09,Met Office - Bradford,
2025-06-10,Met Office - Bradford,
2025-06-11,Met Office - Bradford,
2025-06-12,Met Office - Bradford,
2025-06-13,Met Office - Bradford,
2025-06-14,Met Office - Bradford,
2025-06-15,Met Office - Bradford,
2025-06-16,Met Office - Bradford,
2025-06-17,Met Office - Bradford,1026856
2025-06-18,Met Office - Bradford,1056894
2025-06-19,Met Office - Bradford,1034529
2025-06-20,Met Office - Bradford,1063359
2025-06-21,Met Office - Bradford,1026016
2025-06-22,Met Office - Bradford,
2025-06-23,Met Office - Bradford,
2025-06-24,Met Office - Bradford,
2025-06-25,Met Office - Bradford,
2025-06-26,Met Office - Bradford,
2025-06-27,Met Office - Bradford,
2025-06-28,Met Office - Bradford,
2025-06-29,Met Office - Bradford,
2025-06-30,Met Office - Bradford,
2025-07-01,Met Office - Bradford,
2025-07-02,Met Office - Bradford,
2025-07-03,Met Office - Bradford,
2025-07-04,Met Office - Bradford,
2025-07-05,Met Office - Bradford,
2025-07-06,Met Office - Bradford,
2025-07-07,Met Office - Bradford,
