datestamp,centre_name,value
2020-11-29,Met Office - Bradford,529412
2020-11-30,Met Office - Bradford,599708
2020-12-01,Met Office - Bradford,595247
2020-12-02,Met Office - Bradford,580748
2020-12-03,Met Office - Bradford,600088
2020-12-04,Met Office - Bradford,609631
2020-12-05,Met Office - Bradford,575177
2020-12-06,Met Office - Bradford,546034
2020-12-07,Met Office - Bradford,597895
2020-12-08,Met Office - Bradford,586691
2020-12-09,Met Office - Bradford,617949
2020-12-10,Met Office - Bradford,591624
2020-12-11,Met Office - Bradford,584288
2020-12-12,Met Office - Bradford,548819
2020-12-13,Met Office - Bradford,536788
2020-12-14,Met Office - Bradford,590726
2020-12-15,Met Office - Bradford,601793
2020-12-16,Met Office - Bradford,594069
2020-12-17,Met Office - Bradford,574138
2020-12-18,Met Office - Bradford,598677
2020-12-19,Met Office - Bradford,565978
2020-12-20,Met Office - Bradford,563750
2020-12-21,Met Office - Bradford,610581
2020-12-22,Met Office - Bradford,586387
2020-12-23,Met Office - Bradford,603203
2020-12-24,Met Office - Bradford,586596
2020-12-25,Met Office - Bradford,534869
2020-12-26,Met Office - Bradford,518738
2020-12-27,Met Office - Bradford,553320
2020-12-28,Met Office - Bradford,537943
2020-12-29,Met Office - Bradford,546766
2020-12-30,Met Office - Bradford,556389
2020-12-31,Met Office - Bradford,546617
2021-01-01,Met Office - Bradford,546709
2021-01-02,Met Office - Bradford,556885
2021-01-03,Met Office - Bradford,564171
2021-01-04,Met Office - Bradford,603039
2021-01-05,Met Office - Bradford,597659
2021-01-06,Met Office - Bradford,566882
2021-01-07,Met Office - Bradford,561466
2021-01-08,Met Office - Bradford,583141
2021-01-09,Met Office - Bradford,557940
2021-01-10,Met Office - Bradford,520516
2021-01-11,Met Office - Bradford,582212
2021-01-12,Met Office - Bradford,585060
2021-01-13,Met Office - Bradford,614216
2021-01-14,Met Office - Bradford,558864
2021-01-15,Met Office - Bradford,572649
2021-01-16,Met Office - Bradford,549343
2021-01-17,Met Office - Bradford,551349
2021-01-18,Met Office - Bradford,587712
2021-01-19,Met Office - Bradford,586718
2021-01-20,Met Office - Bradford,583014
2021-01-21,Met Office - Bradford,569803
2021-01-22,Met Office - Bradford,603946
2021-01-23,Met Office - Bradford,558008
2021-01-24,Met Office - Bradford,535247
2021-01-25,Met Office - Bradford,574855
2021-01-26,Met Office - Bradford,599644
2021-01-27,Met Office - Bradford,593336
2021-01-28,Met Office - Bradford,570097
2021-01-29,Met Office - Bradford,574780
2021-01-30,Met Office - Bradford,551939
2021-01-31,Met Office - Bradford,521727
2021-02-01,Met Office - Bradford,577831
2021-02-02,Met Office - Bradford,527085
2021-02-03,Met Office - Bradford,585692
2021-02-04,Met Office - Bradford,586128
2021-02-05,Met Office - Bradford,595004
2021-02-06,Met Office - Bradford,548075
2021-02-07,Met Office - Bradford,521466
2021-02-08,Met Office - Bradford,564629
2021-02-09,Met Office - Bradford,563504
2021-02-10,Met Office - Bradford,597889
2021-02-11,Met Office - Bradford,605794
2021-02-12,Met Office - Bradford,607336
2021-02-13,Met Office - Bradford,561859
2021-02-14,Met Office - Bradford,525882
2021-02-15,Met Office - Bradford,569599
2021-02-16,Met Office - Bradford,585741
2021-02-17,Met Office - Bradford,582139
2021-02-18,Met Office - Bradford,587020
2021-02-19,Met Office - Bradford,595534
2021-02-20,Met Office - Bradford,537648
2021-02-21,Met Office - Bradford,541844
2021-02-22,Met Office - Bradford,577161
2021-02-23,Met Office - Bradford,565041
2021-02-24,Met Office - Bradford,575772
2021-02-25,Met Office - Bradford,577192
2021-02-26,Met Office - Bradford,564424
2021-02-27,Met Office - Bradford,540414
2021-02-28,Met Office - Bradford,522202
2021-03-01,Met Office - Bradford,555002
2021-03-02,Met Office - Bradford,566471
2021-03-03,Met Office - Bradford,553355
2021-03-04,Met Office - Bradford,574236
2021-03-05,Met Office - Bradford,589183
2021-03-06,Met Office - Bradford,564178
2021-03-07,Met Office - Bradford,545512
2021-03-08,Met Office - Bradford,585632
2021-03-09,Met Office - Bradford,594166
2021-03-10,Met Office - Bradford,598245
2021-03-11,Met Office - Bradford,593612
2021-03-12,Met Office - Bradford,589077
2021-03-13,Met Office - Bradford,567264
2021-03-14,Met Office - Bradford,540796
2021-03-15,Met Office - Bradford,581757
2021-03-16,Met Office - Bradford,595405
2021-03-17,Met Office - Bradford,577534
2021-03-18,Met Office - Bradford,569342
2021-03-19,Met Office - Bradford,579546
2021-03-20,Met Office - Bradford,541593
2021-03-21,Met Office - Bradford,535052
2021-03-22,Met Office - Bradford,568165
2021-03-23,Met Office - Bradford,567745
2021-03-24,Met Office - Bradford,579871
2021-03-25,Met Office - Bradford,584053
2021-03-26,Met Office - Bradford,563661
2021-03-27,Met Office - Bradford,541038
2021-03-28,Met Office - Bradford,513593
2021-03-29,Met Office - Bradford,578114
2021-03-30,Met Office - Bradford,579801
2021-03-31,Met Office - Bradford,573267
2021-04-01,Met Office - Bradford,576967
2021-04-02,Met Office - Bradford,571075
2021-04-03,Met Office - Bradford,538266
2021-04-04,Met Office - Bradford,536703
2021-04-05,Met Office - Bradford,565853
2021-04-06,Met Office - Bradford,568119
2021-04-07,Met Office - Bradford,603996
2021-04-08,Met Office - Bradford,605620
2021-04-09,Met Office - Bradford,583734
2021-04-10,Met Office - Bradford,558031
2021-04-11,Met Office - Bradford,540368
2021-04-12,Met Office - Bradford,605175
2021-04-13,Met Office - Bradford,596187
2021-04-14,Met Office - Bradford,584415
2021-04-15,Met Office - Bradford,588217
2021-04-16,Met Office - Bradford,559684
2021-04-17,Met Office - Bradford,524651
2021-04-18,Met Office - Bradford,517742
2021-04-19,Met Office - Bradford,574317
2021-04-20,Met Office - Bradford,582307
2021-04-21,Met Office - Bradford,576307
2021-04-22,Met Office - Bradford,568770
2021-04-23,Met Office - Bradford,601834
2021-04-24,Met Office - Bradford,553007
2021-04-25,Met Office - Bradford,555083
2021-04-26,Met Office - Bradford,595595
2021-04-27,Met Office - Bradford,560321
2021-04-28,Met Office - Bradford,578029
2021-04-29,Met Office - Bradford,583711
2021-04-30,Met Office - Bradford,589727
2021-05-01,Met Office - Bradford,573459
2021-05-02,Met Office - Bradford,549356
2021-05-03,Met Office - Bradford,518052
2021-05-04,Met Office - Bradford,543153
2021-05-05,Met Office - Bradford,558797
2021-05-06,Met Office - Bradford,564171
2021-05-07,Met Office - Bradford,562954
2021-05-08,Met Office - Bradford,529907
2021-05-09,Met Office - Bradford,515732
2021-05-10,Met Office - Bradford,555750
2021-05-11,Met Office - Bradford,564979
2021-05-12,Met Office - Bradford,592587
2021-05-13,Met Office - Bradford,595692
2021-05-14,Met Office - Bradford,585756
2021-05-15,Met Office - Bradford,553297
2021-05-16,Met Office - Bradford,550811
2021-05-17,Met Office - Bradford,577175
2021-05-18,Met Office - Bradford,560655
2021-05-19,Met Office - Bradford,592906
2021-05-20,Met Office - Bradford,586573
2021-05-21,Met Office - Bradford,598475
2021-05-22,Met Office - Bradford,572777
2021-05-23,Met Office - Bradford,552425
2021-05-24,Met Office - Bradford,613037
2021-05-25,Met Office - Bradford,616990
2021-05-26,Met Office - Bradford,595495
2021-05-27,Met Office - Bradford,606880
2021-05-28,Met Office - Bradford,614917
2021-05-29,Met Office - Bradford,577463
2021-05-30,Met Office - Bradford,565136
2021-05-31,Met Office - Bradford,567995
2021-06-01,Met Office - Bradford,596405
2021-06-02,Met Office - Bradford,599820
2021-06-03,Met Office - Bradford,595267
2021-06-04,Met Office - Bradford,620280
2021-06-05,Met Office - Bradford,582855
2021-06-06,Met Office - Bradford,557983
2021-06-07,Met Office - Bradford,596773
2021-06-08,Met Office - Bradford,593050
2021-06-09,Met Office - Bradford,600604
2021-06-10,Met Office - Bradford,604726
2021-06-11,Met Office - Bradford,621701
2021-06-12,Met Office - Bradford,595418
2021-06-13,Met Office - Bradford,599019
2021-06-14,Met Office - Bradford,594256
2021-06-15,Met Office - Bradford,602338
2021-06-16,Met Office - Bradford,618731
2021-06-17,Met Office - Bradford,605188
2021-06-18,Met Office - Bradford,601726
2021-06-19,Met Office - Bradford,617796
2021-06-20,Met Office - Bradford,620235
2021-06-21,Met Office - Bradford,628199
2021-06-22,Met Office - Bradford,590643
2021-06-23,Met Office - Bradford,612865
2021-06-24,Met Office - Bradford,599817
2021-06-25,Met Office - Bradford,614111
2021-06-26,Met Office - Bradford,611898
2021-06-27,Met Office - Bradford,577371
2021-06-28,Met Office - Bradford,613977
2021-06-29,Met Office - Bradford,626372
2021-06-30,Met Office - Bradford,621304
2021-07-01,Met Office - Bradford,636322
2021-07-02,Met Office - Bradford,624952
2021-07-03,Met Office - Bradford,595659
2021-07-04,Met Office - Bradford,602124
2021-07-05,Met Office - Bradford,618188
2021-07-06,Met Office - Bradford,617661
2021-07-07,Met Office - Bradford,606145
2021-07-08,Met Office - Bradford,628298
2021-07-09,Met Office - Bradford,648472
2021-07-10,Met Office - Bradford,590717
2021-07-11,Met Office - Bradford,572172
2021-07-12,Met Office - Bradford,613213
2021-07-13,Met Office - Bradford,606536
2021-07-14,Met Office - Bradford,622084
2021-07-15,Met Office - Bradford,611177
2021-07-16,Met Office - Bradford,622938
2021-07-17,Met Office - Bradford,577539
2021-07-18,Met Office - Bradford,595373
2021-07-19,Met Office - Bradford,654240
2021-07-20,Met Office - Bradford,645605
2021-07-21,Met Office - Bradford,640864
2021-07-22,Met Office - Bradford,635125
2021-07-23,Met Office - Bradford,647374
2021-07-24,Met Office - Bradford,618279
2021-07-25,Met Office - Bradford,583199
2021-07-26,Met Office - Bradford,616262
2021-07-27,Met Office - Bradford,643104
2021-07-28,Met Office - Bradford,635900
2021-07-29,Met Office - Bradford,620808
2021-07-30,Met Office - Bradford,640370
2021-07-31,Met Office - Bradford,593746
2021-08-01,Met Office - Bradford,600391
2021-08-02,Met Office - Bradford,627286
2021-08-03,Met Office - Bradford,621509
2021-08-04,Met Office - Bradford,638600
2021-08-05,Met Office - Bradford,641652
2021-08-06,Met Office - Bradford,655670
2021-08-07,Met Office - Bradford,597622
2021-08-08,Met Office - Bradford,574171
2021-08-09,Met Office - Bradford,616496
2021-08-10,Met Office - Bradford,627234
2021-08-11,Met Office - Bradford,619476
2021-08-12,Met Office - Bradford,633815
2021-08-13,Met Office - Bradford,633035
2021-08-14,Met Office - Bradford,598539
2021-08-15,Met Office - Bradford,610384
2021-08-16,Met Office - Bradford,632472
2021-08-17,Met Office - Bradford,639637
2021-08-18,Met Office - Bradford,621570
2021-08-19,Met Office - Bradford,610026
2021-08-20,Met Office - Bradford,615461
2021-08-21,Met Office - Bradford,587471
2021-08-22,Met Office - Bradford,579064
2021-08-23,Met Office - Bradford,626379
2021-08-24,Met Office - Bradford,633990
2021-08-25,Met Office - Bradford,645858
2021-08-26,Met Office - Bradford,635231
2021-08-27,Met Office - Bradford,640577
2021-08-28,Met Office - Bradford,641615
2021-08-29,Met Office - Bradford,602793
2021-08-30,Met Office - Bradford,634865
2021-08-31,Met Office - Bradford,628890
2021-09-01,Met Office - Bradford,653965
2021-09-02,Met Office - Bradford,621260
2021-09-03,Met Office - Bradford,646579
2021-09-04,Met Office - Bradford,607083
2021-09-05,Met Office - Bradford,603986
2021-09-06,Met Office - Bradford,647979
2021-09-07,Met Office - Bradford,634202
2021-09-08,Met Office - Bradford,601285
2021-09-09,Met Office - Bradford,619070
2021-09-10,Met Office - Bradford,637540
2021-09-11,Met Office - Bradford,611664
2021-09-12,Met Office - Bradford,606126
2021-09-13,Met Office - Bradford,603032
2021-09-14,Met Office - Bradford,619316
2021-09-15,Met Office - Bradford,645831
2021-09-16,Met Office - Bradford,631048
2021-09-17,Met Office - Bradford,657136
2021-09-18,Met Office - Bradford,617472
2021-09-19,Met Office - Bradford,628425
2021-09-20,Met Office - Bradford,627997
2021-09-21,Met Office - Bradford,631245
2021-09-22,Met Office - Bradford,639438
2021-09-23,Met Office - Bradford,636814
2021-09-24,Met Office - Bradford,650310
2021-09-25,Met Office - Bradford,605485
2021-09-26,Met Office - Bradford,603497
2021-09-27,Met Office - Bradford,619141
2021-09-28,Met Office - Bradford,625176
2021-09-29,Met Office - Bradford,631140
2021-09-30,Met Office - Bradford,640372
2021-10-01,Met Office - Bradford,684376
2021-10-02,Met Office - Bradford,635346
2021-10-03,Met Office - Bradford,598377
2021-10-04,Met Office - Bradford,641596
2021-10-05,Met Office - Bradford,619801
2021-10-06,Met Office - Bradford,623909
2021-10-07,Met Office - Bradford,627452
2021-10-08,Met Office - Bradford,651183
2021-10-09,Met Office - Bradford,625618
2021-10-10,Met Office - Bradford,612757
2021-10-11,Met Office - Bradford,657298
2021-10-12,Met Office - Bradford,646024
2021-10-13,Met Office - Bradford,627752
2021-10-14,Met Office - Bradford,623759
2021-10-15,Met Office - Bradford,650592
2021-10-16,Met Office - Bradford,611828
2021-10-17,Met Office - Bradford,597220
2021-10-18,Met Office - Bradford,620256
2021-10-19,Met Office - Bradford,636942
2021-10-20,Met Office - Bradford,629923
2021-10-21,Met Office - Bradford,630232
2021-10-22,Met Office - Bradford,660184
2021-10-23,Met Office - Bradford,625875
2021-10-24,Met Office - Bradford,585426
2021-10-25,Met Office - Bradford,657405
2021-10-26,Met Office - Bradford,632431
2021-10-27,Met Office - Bradford,633584
2021-10-28,Met Office - Bradford,648514
2021-10-29,Met Office - Bradford,614704
2021-10-30,Met Office - Bradford,627615
2021-10-31,Met Office - Bradford,601990
2021-11-01,Met Office - Bradford,618574
2021-11-02,Met Office - Bradford,603061
2021-11-03,Met Office - Bradford,629871
2021-11-04,Met Office - Bradford,608191
2021-11-05,Met Office - Bradford,614492
2021-11-06,Met Office - Bradford,592492
2021-11-07,Met Office - Bradford,594085
2021-11-08,Met Office - Bradford,604828
2021-11-09,Met Office - Bradford,623887
2021-11-10,Met Office - Bradford,615201
2021-11-11,Met Office - Bradford,618353
2021-11-12,Met Office - Bradford,610873
2021-11-13,Met Office - Bradford,590696
2021-11-14,Met Office - Bradford,566475
2021-11-15,Met Office - Bradford,609842
2021-11-16,Met Office - Bradford,631060
2021-11-17,Met Office - Bradford,629547
2021-11-18,Met Office - Bradford,650055
2021-11-19,Met Office - Bradford,660932
2021-11-20,Met Office - Bradford,617708
2021-11-21,Met Office - Bradford,617312
2021-11-22,Met Office - Bradford,629155
2021-11-23,Met Office - Bradford,654040
2021-11-24,Met Office - Bradford,658028
2021-11-25,Met Office - Bradford,638108
2021-11-26,Met Office - Bradford,674905
2021-11-27,Met Office - Bradford,585239
2021-11-28,Met Office - Bradford,562498
2021-11-29,Met Office - Bradford,602564
2021-11-30,Met Office - Bradford,625318
2021-12-01,Met Office - Bradford,632221
2021-12-02,Met Office - Bradford,624838
2021-12-03,Met Office - Bradford,620471
2021-12-04,Met Office - Bradford,617770
2021-12-05,Met Office - Bradford,648272
2021-12-06,Met Office - Bradford,639510
2021-12-07,Met Office - Bradford,621445
2021-12-08,Met Office - Bradford,641043
2021-12-09,Met Office - Bradford,644603
2021-12-10,Met Office - Bradford,640332
2021-12-11,Met Office - Bradford,609417
2021-12-12,Met Office - Bradford,606620
2021-12-13,Met Office - Bradford,662037
2021-12-14,Met Office - Bradford,626132
2021-12-15,Met Office - Bradford,633321
2021-12-16,Met Office - Bradford,619026
2021-12-17,Met Office - Bradford,636872
2021-12-18,Met Office - Bradford,629684
2021-12-19,Met Office - Bradford,616376
2021-12-20,Met Office - Bradford,591969
2021-12-21,Met Office - Bradford,647592
2021-12-22,Met Office - Bradford,593971
2021-12-23,Met Office - Bradford,626362
2021-12-24,Met Office - Bradford,590285
2021-12-25,Met Office - Bradford,559303
2021-12-26,Met Office - Bradford,570476
2021-12-27,Met Office - Bradford,577906
2021-12-28,Met Office - Bradford,587221
2021-12-29,Met Office - Bradford,615092
2021-12-30,Met Office - Bradford,581418
2021-12-31,Met Office - Bradford,590367
2022-01-01,Met Office - Bradford,558927
2022-01-02,Met Office - Bradford,586387
2022-01-03,Met Office - Bradford,564580
2022-01-04,Met Office - Bradford,626701
2022-01-05,Met Office - Bradford,631293
2022-01-06,Met Office - Bradford,619199
2022-01-07,Met Office - Bradford,590738
2022-01-08,Met Office - Bradford,579711
2022-01-09,Met Office - Bradford,560295
2022-01-10,Met Office - Bradford,611221
2022-01-11,Met Office - Bradford,611681
2022-01-12,Met Office - Bradford,650855
2022-01-13,Met Office - Bradford,658522
2022-01-14,Met Office - Bradford,636706
2022-01-15,Met Office - Bradford,582540
2022-01-16,Met Office - Bradford,578155
2022-01-17,Met Office - Bradford,587768
2022-01-18,Met Office - Bradford,598428
2022-01-19,Met Office - Bradford,601129
2022-01-20,Met Office - Bradford,608832
2022-01-21,Met Office - Bradford,619945
2022-01-22,Met Office - Bradford,596685
2022-01-23,Met Office - Bradford,580060
2022-01-24,Met Office - Bradford,624266
2022-01-25,Met Office - Bradford,661959
2022-01-26,Met Office - Bradford,651859
2022-01-27,Met Office - Bradford,642481
2022-01-28,Met Office - Bradford,654825
2022-01-29,Met Office - Bradford,627893
2022-01-30,Met Office - Bradford,630861
2022-01-31,Met Office - Bradford,668472
2022-02-01,Met Office - Bradford,655857
2022-02-02,Met Office - Bradford,652002
2022-02-03,Met Office - Bradford,644300
2022-02-04,Met Office - Bradford,649936
2022-02-05,Met Office - Bradford,594969
2022-02-06,Met Office - Bradford,580527
2022-02-07,Met Office - Bradford,660751
2022-02-08,Met Office - Bradford,624542
2022-02-09,Met Office - Bradford,605287
2022-02-10,Met Office - Bradford,628271
2022-02-11,Met Office - Bradford,634767
2022-02-12,Met Office - Bradford,607803
2022-02-13,Met Office - Bradford,592457
2022-02-14,Met Office - Bradford,610817
2022-02-15,Met Office - Bradford,583697
2022-02-16,Met Office - Bradford,609392
2022-02-17,Met Office - Bradford,625754
2022-02-18,Met Office - Bradford,601383
2022-02-19,Met Office - Bradford,572337
2022-02-20,Met Office - Bradford,581009
2022-02-21,Met Office - Bradford,612280
2022-02-22,Met Office - Bradford,614046
2022-02-23,Met Office - Bradford,624109
2022-02-24,Met Office - Bradford,621255
2022-02-25,Met Office - Bradford,634171
2022-02-26,Met Office - Bradford,623528
2022-02-27,Met Office - Bradford,607591
2022-02-28,Met Office - Bradford,629189
2022-03-01,Met Office - Bradford,618909
2022-03-02,Met Office - Bradford,590462
2022-03-03,Met Office - Bradford,637113
2022-03-04,Met Office - Bradford,645723
2022-03-05,Met Office - Bradford,627343
2022-03-06,Met Office - Bradford,608309
2022-03-07,Met Office - Bradford,632302
2022-03-08,Met Office - Bradford,625875
2022-03-09,Met Office - Bradford,622895
2022-03-10,Met Office - Bradford,630216
2022-03-11,Met Office - Bradford,665945
2022-03-12,Met Office - Bradford,625799
2022-03-13,Met Office - Bradford,583177
2022-03-14,Met Office - Bradford,598864
2022-03-15,Met Office - Bradford,629772
2022-03-16,Met Office - Bradford,617037
2022-03-17,Met Office - Bradford,613717
2022-03-18,Met Office - Bradford,612391
2022-03-19,Met Office - Bradford,575232
2022-03-20,Met Office - Bradford,586417
2022-03-21,Met Office - Bradford,614166
2022-03-22,Met Office - Bradford,625267
2022-03-23,Met Office - Bradford,613393
2022-03-24,Met Office - Bradford,651710
2022-03-25,Met Office - Bradford,656341
2022-03-26,Met Office - Bradford,639307
2022-03-27,Met Office - Bradford,639504
2022-03-28,Met Office - Bradford,638215
2022-03-29,Met Office - Bradford,603888
2022-03-30,Met Office - Bradford,636141
2022-03-31,Met Office - Bradford,653767
2022-04-01,Met Office - Bradford,638266
2022-04-02,Met Office - Bradford,637701
2022-04-03,Met Office - Bradford,609241
2022-04-04,Met Office - Bradford,642072
2022-04-05,Met Office - Bradford,603754
2022-04-06,Met Office - Bradford,611102
2022-04-07,Met Office - Bradford,653251
2022-04-08,Met Office - Bradford,648740
2022-04-09,Met Office - Bradford,639262
2022-04-10,Met Office - Bradford,605635
2022-04-11,Met Office - Bradford,619489
2022-04-12,Met Office - Bradford,602032
2022-04-13,Met Office - Bradford,637994
2022-04-14,Met Office - Bradford,650912
2022-04-15,Met Office - Bradford,606478
2022-04-16,Met Office - Bradford,629531
2022-04-17,Met Office - Bradford,643091
2022-04-18,Met Office - Bradford,591760
2022-04-19,Met Office - Bradford,644334
2022-04-20,Met Office - Bradford,651035
2022-04-21,Met Office - Bradford,648009
2022-04-22,Met Office - Bradford,709529
2022-04-23,Met Office - Bradford,629428
2022-04-24,Met Office - Bradford,618361
2022-04-25,Met Office - Bradford,651051
2022-04-26,Met Office - Bradford,652013
2022-04-27,Met Office - Bradford,663492
2022-04-28,Met Office - Bradford,655819
2022-04-29,Met Office - Bradford,671070
2022-04-30,Met Office - Bradford,568711
2022-05-01,Met Office - Bradford,566820
2022-05-02,Met Office - Bradford,613192
2022-05-03,Met Office - Bradford,675277
2022-05-04,Met Office - Bradford,659960
2022-05-05,Met Office - Bradford,640327
2022-05-06,Met Office - Bradford,648703
2022-05-07,Met Office - Bradford,615259
2022-05-08,Met Office - Bradford,581199
2022-05-09,Met Office - Bradford,609357
2022-05-10,Met Office - Bradford,638327
2022-05-11,Met Office - Bradford,648436
2022-05-12,Met Office - Bradford,653624
2022-05-13,Met Office - Bradford,619480
2022-05-14,Met Office - Bradford,597549
2022-05-15,Met Office - Bradford,645874
2022-05-16,Met Office - Bradford,638299
2022-05-17,Met Office - Bradford,639152
2022-05-18,Met Office - Bradford,672263
2022-05-19,Met Office - Bradford,669830
2022-05-20,Met Office - Bradford,656723
2022-05-21,Met Office - Bradford,645845
2022-05-22,Met Office - Bradford,644872
2022-05-23,Met Office - Bradford,658400
2022-05-24,Met Office - Bradford,673793
2022-05-25,Met Office - Bradford,694461
2022-05-26,Met Office - Bradford,674982
2022-05-27,Met Office - Bradford,701423
2022-05-28,Met Office - Bradford,661506
2022-05-29,Met Office - Bradford,623153
2022-05-30,Met Office - Bradford,656223
2022-05-31,Met Office - Bradford,671269
2022-06-01,Met Office - Bradford,645989
2022-06-02,Met Office - Bradford,629136
2022-06-03,Met Office - Bradford,595206
2022-06-04,Met Office - Bradford,618692
2022-06-05,Met Office - Bradford,575565
2022-06-06,Met Office - Bradford,644638
2022-06-07,Met Office - Bradford,653717
2022-06-08,Met Office - Bradford,691983
2022-06-09,Met Office - Bradford,675475
2022-06-10,Met Office - Bradford,699377
2022-06-11,Met Office - Bradford,606488
2022-06-12,Met Office - Bradford,622719
2022-06-13,Met Office - Bradford,681962
2022-06-14,Met Office - Bradford,694986
2022-06-15,Met Office - Bradford,675133
2022-06-16,Met Office - Bradford,727694
2022-06-17,Met Office - Bradford,691723
2022-06-18,Met Office - Bradford,645203
2022-06-19,Met Office - Bradford,615627
2022-06-20,Met Office - Bradford,677201
2022-06-21,Met Office - Bradford,700570
2022-06-22,Met Office - Bradford,684692
2022-06-23,Met Office - Bradford,657760
2022-06-24,Met Office - Bradford,673925
2022-06-25,Met Office - Bradford,660776
2022-06-26,Met Office - Bradford,654904
2022-06-27,Met Office - Bradford,665432
2022-06-28,Met Office - Bradford,685182
2022-06-29,Met Office - Bradford,673279
2022-06-30,Met Office - Bradford,649366
2022-07-01,Met Office - Bradford,630584
2022-07-02,Met Office - Bradford,567876
2022-07-03,Met Office - Bradford,594620
2022-07-04,Met Office - Bradford,652348
2022-07-05,Met Office - Bradford,640427
2022-07-06,Met Office - Bradford,618459
2022-07-07,Met Office - Bradford,641185
2022-07-08,Met Office - Bradford,665360
2022-07-09,Met Office - Bradford,586947
2022-07-10,Met Office - Bradford,570761
2022-07-11,Met Office - Bradford,624180
2022-07-12,Met Office - Bradford,645780
2022-07-13,Met Office - Bradford,618340
2022-07-14,Met Office - Bradford,642100
2022-07-15,Met Office - Bradford,650842
2022-07-16,Met Office - Bradford,582391
2022-07-17,Met Office - Bradford,606459
2022-07-18,Met Office - Bradford,614071
2022-07-19,Met Office - Bradford,577132
2022-07-20,Met Office - Bradford,593518
2022-07-21,Met Office - Bradford,613828
2022-07-22,Met Office - Bradford,614807
2022-07-23,Met Office - Bradford,543187
2022-07-24,Met Office - Bradford,536308
2022-07-25,Met Office - Bradford,569177
2022-07-26,Met Office - Bradford,587722
2022-07-27,Met Office - Bradford,635197
2022-07-28,Met Office - Bradford,614948
2022-07-29,Met Office - Bradford,688890
2022-07-30,Met Office - Bradford,587560
2022-07-31,Met Office - Bradford,602275
2022-08-01,Met Office - Bradford,651441
2022-08-02,Met Office - Bradford,612403
2022-08-03,Met Office - Bradford,560899
2022-08-04,Met Office - Bradford,645660
2022-08-05,Met Office - Bradford,627295
2022-08-06,Met Office - Bradford,626141
2022-08-07,Met Office - Bradford,568387
2022-08-08,Met Office - Bradford,626393
2022-08-09,Met Office - Bradford,628524
2022-08-10,Met Office - Bradford,624033
2022-08-11,Met Office - Bradford,610961
2022-08-12,Met Office - Bradford,572333
2022-08-13,Met Office - Bradford,611810
2022-08-14,Met Office - Bradford,621633
2022-08-15,Met Office - Bradford,611061
2022-08-16,Met Office - Bradford,594732
2022-08-17,Met Office - Bradford,575791
2022-08-18,Met Office - Bradford,603160
2022-08-19,Met Office - Bradford,572848
2022-08-20,Met Office - Bradford,553630
2022-08-21,Met Office - Bradford,606900
2022-08-22,Met Office - Bradford,632279
2022-08-23,Met Office - Bradford,618469
2022-08-24,Met Office - Bradford,558481
2022-08-25,Met Office - Bradford,648135
2022-08-26,Met Office - Bradford,711315
2022-08-27,Met Office - Bradford,654333
2022-08-28,Met Office - Bradford,575412
2022-08-29,Met Office - Bradford,668628
2022-08-30,Met Office - Bradford,718987
2022-08-31,Met Office - Bradford,692150
2022-09-01,Met Office - Bradford,753525
2022-09-02,Met Office - Bradford,740041
2022-09-03,Met Office - Bradford,671883
2022-09-04,Met Office - Bradford,654158
2022-09-05,Met Office - Bradford,712762
2022-09-06,Met Office - Bradford,707644
2022-09-07,Met Office - Bradford,674911
2022-09-08,Met Office - Bradford,697331
2022-09-09,Met Office - Bradford,632225
2022-09-10,Met Office - Bradford,607067
2022-09-11,Met Office - Bradford,662523
2022-09-12,Met Office - Bradford,669624
2022-09-13,Met Office - Bradford,674891
2022-09-14,Met Office - Bradford,671026
2022-09-15,Met Office - Bradford,627184
2022-09-16,Met Office - Bradford,692348
2022-09-17,Met Office - Bradford,610944
2022-09-18,Met Office - Bradford,679167
2022-09-19,Met Office - Bradford,632939
2022-09-20,Met Office - Bradford,669082
2022-09-21,Met Office - Bradford,608786
2022-09-22,Met Office - Bradford,612565
2022-09-23,Met Office - Bradford,599871
2022-09-24,Met Office - Bradford,593503
2022-09-25,Met Office - Bradford,649651
2022-09-26,Met Office - Bradford,689749
2022-09-27,Met Office - Bradford,667879
2022-09-28,Met Office - Bradford,673729
2022-09-29,Met Office - Bradford,688180
2022-09-30,Met Office - Bradford,680575
2022-10-01,Met Office - Bradford,706237
2022-10-02,Met Office - Bradford,702718
2022-10-03,Met Office - Bradford,729644
2022-10-04,Met Office - Bradford,690470
2022-10-05,Met Office - Bradford,719380
2022-10-06,Met Office - Bradford,717138
2022-10-07,Met Office - Bradford,761397
2022-10-08,Met Office - Bradford,728922
2022-10-09,Met Office - Bradford,681742
2022-10-10,Met Office - Bradford,805305
2022-10-11,Met Office - Bradford,706096
2022-10-12,Met Office - Bradford,684479
2022-10-13,Met Office - Bradford,713580
2022-10-14,Met Office - Bradford,720838
2022-10-15,Met Office - Bradford,666033
2022-10-16,Met Office - Bradford,633415
2022-10-17,Met Office - Bradford,710126
2022-10-18,Met Office - Bradford,731405
2022-10-19,Met Office - Bradford,671296
2022-10-20,Met Office - Bradford,721915
2022-10-21,Met Office - Bradford,695055
2022-10-22,Met Office - Bradford,685200
2022-10-23,Met Office - Bradford,700435
2022-10-24,Met Office - Bradford,694147
2022-10-25,Met Office - Bradford,711051
2022-10-26,Met Office - Bradford,752316
2022-10-27,Met Office - Bradford,733781
2022-10-28,Met Office - Bradford,750339
