start,geography_type,geography_code,count_of_tickets
2025-03-22 19:30:00,postcode_area,BD13,2
2025-03-22 19:30:00,postcode_area,BD14,7
2025-03-22 19:30:00,postcode_area,BD17,2
2025-03-22 19:30:00,postcode_area,BD18,28
2025-03-22 19:30:00,postcode_area,BD2,7
2025-03-22 19:30:00,postcode_area,BD20,2
2025-03-22 19:30:00,postcode_area,BD21,4
2025-03-22 19:30:00,postcode_area,BD22,4
2025-03-22 19:30:00,postcode_area,BD3,4
2025-03-22 19:30:00,postcode_area,BD4,4
2025-03-22 19:30:00,postcode_area,BD6,6
2025-03-22 19:30:00,postcode_area,BD7,2
2025-03-22 19:30:00,postcode_area,BD8,4
2025-03-22 19:30:00,postcode_area,BD9,4
2025-03-22 19:30:00,postcode_area,HX3,2
2025-03-22 19:30:00,postcode_area,LS29,8
2025-03-22 19:30:00,postcode_area,OTHER,93
2025-03-23 16:00:00,oslaua,E06000062,2
2025-03-23 16:00:00,oslaua,E06000065,16
2025-03-23 16:00:00,oslaua,E07000122,2
2025-03-23 16:00:00,oslaua,E07000202,2
2025-03-23 16:00:00,oslaua,E08000032,104
2025-03-23 16:00:00,oslaua,E08000033,12
2025-03-23 16:00:00,oslaua,E08000034,10
2025-03-23 16:00:00,oslaua,E08000035,21
2025-03-23 16:00:00,oslaua,E08000036,2
2025-03-23 16:00:00,oslaua,MISSING,19
2025-03-23 16:00:00,oslaua,UNMATCHED,10
2025-03-23 16:00:00,osward,E05001341,4
2025-03-23 16:00:00,osward,E05001342,14
2025-03-23 16:00:00,osward,E05001343,8
2025-03-23 16:00:00,osward,E05001344,3
2025-03-23 16:00:00,osward,E05001345,3
2025-03-23 16:00:00,osward,E05001346,2
2025-03-23 16:00:00,osward,E05001347,1
2025-03-23 16:00:00,osward,E05001348,6
2025-03-23 16:00:00,osward,E05001349,1
2025-03-23 16:00:00,osward,E05001352,8
2025-03-23 16:00:00,osward,E05001353,4
2025-03-23 16:00:00,osward,E05001355,2
2025-03-23 16:00:00,osward,E05001356,2
2025-03-23 16:00:00,osward,E05001360,8
2025-03-23 16:00:00,osward,E05001361,2
2025-03-23 16:00:00,osward,E05001362,29
2025-03-23 16:00:00,osward,E05001363,4
2025-03-23 16:00:00,osward,E05001364,1
2025-03-23 16:00:00,osward,E05001365,2
2025-03-23 16:00:00,osward,OTHER,96
2025-03-23 16:00:00,postcode_area,BD1,1
2025-03-23 16:00:00,postcode_area,BD10,4
2025-03-23 16:00:00,postcode_area,BD13,16
2025-03-23 16:00:00,postcode_area,BD14,5
2025-03-23 16:00:00,postcode_area,BD15,2
2025-03-23 16:00:00,postcode_area,BD16,18
2025-03-23 16:00:00,postcode_area,BD17,7
2025-03-23 16:00:00,postcode_area,BD18,26
2025-03-23 16:00:00,postcode_area,BD2,3
2025-03-23 16:00:00,postcode_area,BD20,5
2025-03-23 16:00:00,postcode_area,BD3,2
2025-03-23 16:00:00,postcode_area,BD4,5
2025-03-23 16:00:00,postcode_area,BD6,2
2025-03-23 16:00:00,postcode_area,BD8,1
2025-03-23 16:00:00,postcode_area,BD9,7
2025-03-23 16:00:00,postcode_area,OTHER,96
