start,geography_type,geography_code,count_of_tickets
2025-02-23 11:00:00,postcode_area,OTHER,4
2025-02-23 11:20:00,oslaua,E08000032,3
2025-02-23 11:20:00,oslaua,E08000035,3
2025-02-23 11:20:00,oslaua,UNMATCHED,2
2025-02-23 11:20:00,osward,E05001342,3
2025-02-23 11:20:00,osward,OTHER,5
2025-02-23 11:20:00,postcode_area,BD16,3
2025-02-23 11:20:00,postcode_area,OTHER,5
2025-02-23 11:40:00,oslaua,E08000032,8
2025-02-23 11:40:00,osward,E05001342,5
2025-02-23 11:40:00,osward,E05001352,3
2025-02-23 11:40:00,postcode_area,BD16,5
2025-02-23 11:40:00,postcode_area,BD9,3
2025-02-23 12:00:00,oslaua,E08000032,4
2025-02-23 12:00:00,oslaua,E08000035,4
2025-02-23 12:00:00,osward,E05001368,4
2025-02-23 12:00:00,osward,OTHER,4
2025-02-23 12:00:00,postcode_area,BD18,4
2025-02-23 12:00:00,postcode_area,OTHER,4
2025-02-23 12:20:00,oslaua,E08000032,8
2025-02-23 12:20:00,oslaua,MISSING,1
2025-02-23 12:20:00,osward,E05001343,2
2025-02-23 12:20:00,osward,E05001369,6
2025-02-23 12:20:00,osward,OTHER,1
2025-02-23 12:20:00,postcode_area,BD16,2
2025-02-23 12:20:00,postcode_area,BD22,6
2025-02-23 12:20:00,postcode_area,OTHER,1
2025-02-23 13:50:00,oslaua,E08000032,8
2025-02-23 13:50:00,osward,E05001348,8
2025-02-23 13:50:00,postcode_area,BD14,8
2025-02-23 14:10:00,oslaua,E06000065,7
2025-02-23 14:10:00,oslaua,MISSING,2
2025-02-23 14:10:00,osward,OTHER,9
2025-02-23 14:10:00,postcode_area,OTHER,9
2025-02-23 14:30:00,oslaua,E06000065,4
2025-02-23 14:30:00,oslaua,E08000032,4
2025-02-23 14:30:00,osward,E05001362,4
2025-02-23 14:30:00,osward,OTHER,4
2025-02-23 14:30:00,postcode_area,BD18,4
2025-02-23 14:30:00,postcode_area,OTHER,4
2025-02-23 14:50:00,oslaua,E08000032,8
2025-02-23 14:50:00,osward,E05001341,5
2025-02-23 14:50:00,osward,E05001366,3
2025-02-23 14:50:00,postcode_area,BD17,5
2025-02-23 14:50:00,postcode_area,LS29,3
2025-02-23 15:10:00,oslaua,E08000032,8
2025-02-23 15:10:00,osward,E05001362,8
2025-02-23 15:10:00,postcode_area,BD18,8
2025-02-23 15:30:00,oslaua,E08000032,8
2025-02-23 15:30:00,osward,E05001342,2
2025-02-23 15:30:00,osward,E05001343,2
2025-02-23 15:30:00,osward,E05001362,4
2025-02-23 15:30:00,postcode_area,BD16,4
2025-02-23 15:30:00,postcode_area,BD18,4
2025-02-23 15:50:00,oslaua,E08000032,4
2025-02-23 15:50:00,oslaua,E08000033,4
2025-02-23 15:50:00,osward,E05001362,4
2025-02-23 15:50:00,osward,OTHER,4
2025-02-23 15:50:00,postcode_area,BD18,4
2025-02-23 15:50:00,postcode_area,OTHER,4
2025-02-23 16:10:00,oslaua,E08000032,8
2025-02-23 16:10:00,osward,E05001342,5
2025-02-23 16:10:00,osward,E05001343,3
2025-02-23 16:10:00,postcode_area,BD16,8
2025-02-23 16:30:00,oslaua,E08000032,8
2025-02-23 16:30:00,osward,E05001342,4
2025-02-23 16:30:00,osward,E05001354,4
2025-02-23 16:30:00,postcode_area,BD16,4
2025-02-23 16:30:00,postcode_area,LS29,4
2025-02-23 16:50:00,oslaua,E08000032,8
2025-02-23 16:50:00,osward,E05001351,4
2025-02-23 16:50:00,osward,E05001356,4
2025-02-23 16:50:00,postcode_area,BD20,4
2025-02-23 16:50:00,postcode_area,BD7,4
2025-02-23 17:10:00,oslaua,E08000032,6
2025-02-23 17:10:00,oslaua,E08000035,2
2025-02-23 17:10:00,osward,E05001354,6
2025-02-23 17:10:00,osward,OTHER,2
2025-02-23 17:10:00,postcode_area,LS29,6
2025-02-23 17:10:00,postcode_area,OTHER,2
2025-02-23 17:30:00,oslaua,E08000032,4
2025-02-23 17:30:00,oslaua,E08000036,4
2025-02-23 17:30:00,osward,E05001342,4
2025-02-23 17:30:00,osward,OTHER,4
2025-02-23 17:30:00,postcode_area,BD16,4
2025-02-23 17:30:00,postcode_area,OTHER,4
