event_name,start,tickets
PLAY: Grue,2025-02-09 16:50:00,8
PLAY: Grue,2025-02-09 17:10:00,8
PLAY: Grue,2025-02-09 17:30:00,8
PLAY: Grue,2025-02-10 17:20:00,8
PLAY: Grue,2025-02-10 17:40:00,8
PLAY: Grue,2025-02-12 11:20:00,4
PLAY: Grue,2025-02-13 11:20:00,6
PLAY: Grue,2025-02-13 11:40:00,2
PLAY: Grue,2025-02-13 12:00:00,8
PLAY: Grue,2025-02-14 11:20:00,2
PLAY: Grue,2025-02-14 12:00:00,5
PLAY: Grue,2025-02-15 10:00:00,8
PLAY: Grue,2025-02-15 10:20:00,8
PLAY: Grue,2025-02-15 10:40:00,9
PLAY: Grue,2025-02-15 11:00:00,9
PLAY: Grue,2025-02-15 11:20:00,9
PLAY: Grue,2025-02-15 11:40:00,8
PLAY: Grue,2025-02-15 12:00:00,8
PLAY: Grue,2025-02-15 12:20:00,8
PLAY: Grue,2025-02-15 13:50:00,8
PLAY: Grue,2025-02-15 14:10:00,8
PLAY: Grue,2025-02-15 14:30:00,8
PLAY: Grue,2025-02-15 14:50:00,8
PLAY: Grue,2025-02-15 15:10:00,8
PLAY: Grue,2025-02-15 15:30:00,8
PLAY: Grue,2025-02-15 15:50:00,8
PLAY: Grue,2025-02-15 16:10:00,8
PLAY: Grue,2025-02-15 16:30:00,8
PLAY: Grue,2025-02-15 16:50:00,8
PLAY: Grue,2025-02-15 17:10:00,8
PLAY: Grue,2025-02-15 17:30:00,8
PLAY: Grue,2025-02-16 10:00:00,8
PLAY: Grue,2025-02-16 10:20:00,8
PLAY: Grue,2025-02-16 10:40:00,8
PLAY: Grue,2025-02-16 11:00:00,9
PLAY: Grue,2025-02-16 11:20:00,8
PLAY: Grue,2025-02-16 11:40:00,8
PLAY: Grue,2025-02-16 12:00:00,8
PLAY: Grue,2025-02-16 12:20:00,8
PLAY: Grue,2025-02-16 13:50:00,8
PLAY: Grue,2025-02-16 14:10:00,7
PLAY: Grue,2025-02-16 14:30:00,7
PLAY: Grue,2025-02-16 14:50:00,8
PLAY: Grue,2025-02-16 15:10:00,8
PLAY: Grue,2025-02-16 15:30:00,8
PLAY: Grue,2025-02-16 15:50:00,8
PLAY: Grue,2025-02-16 16:10:00,8
PLAY: Grue,2025-02-16 16:30:00,8
PLAY: Grue,2025-02-16 16:50:00,7
PLAY: Grue,2025-02-16 17:10:00,8
PLAY: Grue,2025-02-16 17:30:00,7
PLAY: Grue,2025-02-17 10:00:00,5
PLAY: Grue,2025-02-17 11:00:00,8
PLAY: Grue,2025-02-17 12:00:00,12
PLAY: Grue,2025-02-17 13:30:00,8
PLAY: Grue,2025-02-17 14:30:00,8
PLAY: Grue,2025-02-17 15:30:00,8
PLAY: Grue,2025-02-17 16:30:00,8
PLAY: Grue,2025-02-18 10:00:00,7
PLAY: Grue,2025-02-18 10:20:00,8
PLAY: Grue,2025-02-18 10:40:00,7
PLAY: Grue,2025-02-18 11:00:00,8
PLAY: Grue,2025-02-18 11:20:00,8
PLAY: Grue,2025-02-18 11:40:00,7
PLAY: Grue,2025-02-18 12:00:00,8
PLAY: Grue,2025-02-18 12:20:00,8
PLAY: Grue,2025-02-18 13:50:00,8
PLAY: Grue,2025-02-18 14:10:00,7
PLAY: Grue,2025-02-18 14:30:00,7
PLAY: Grue,2025-02-18 14:50:00,7
PLAY: Grue,2025-02-18 15:10:00,8
PLAY: Grue,2025-02-18 15:30:00,8
PLAY: Grue,2025-02-18 15:50:00,8
PLAY: Grue,2025-02-18 16:10:00,8
PLAY: Grue,2025-02-18 16:30:00,7
PLAY: Grue,2025-02-18 16:50:00,8
PLAY: Grue,2025-02-18 17:10:00,8
PLAY: Grue,2025-02-18 17:30:00,7
PLAY: Grue,2025-02-19 10:00:00,8
PLAY: Grue,2025-02-19 10:20:00,7
PLAY: Grue,2025-02-19 10:40:00,8
PLAY: Grue,2025-02-19 11:00:00,9
PLAY: Grue,2025-02-19 11:20:00,7
PLAY: Grue,2025-02-19 11:40:00,8
PLAY: Grue,2025-02-19 12:00:00,7
PLAY: Grue,2025-02-19 12:20:00,7
PLAY: Grue,2025-02-19 13:50:00,9
PLAY: Grue,2025-02-19 14:10:00,7
PLAY: Grue,2025-02-19 14:30:00,8
PLAY: Grue,2025-02-19 14:50:00,8
PLAY: Grue,2025-02-19 15:10:00,7
PLAY: Grue,2025-02-19 15:30:00,8
PLAY: Grue,2025-02-19 15:50:00,8
PLAY: Grue,2025-02-19 16:10:00,7
PLAY: Grue,2025-02-19 16:30:00,8
PLAY: Grue,2025-02-19 16:50:00,8
PLAY: Grue,2025-02-19 17:10:00,8
PLAY: Grue,2025-02-19 17:30:00,7
PLAY: Grue,2025-02-20 10:00:00,8
PLAY: Grue,2025-02-20 10:20:00,8
PLAY: Grue,2025-02-20 10:40:00,8
PLAY: Grue,2025-02-20 11:00:00,8
PLAY: Grue,2025-02-20 11:20:00,8
PLAY: Grue,2025-02-20 11:40:00,8
PLAY: Grue,2025-02-20 12:00:00,8
PLAY: Grue,2025-02-20 12:20:00,8
PLAY: Grue,2025-02-20 13:50:00,8
PLAY: Grue,2025-02-20 14:10:00,8
PLAY: Grue,2025-02-20 14:30:00,9
PLAY: Grue,2025-02-20 14:50:00,8
PLAY: Grue,2025-02-20 15:10:00,8
PLAY: Grue,2025-02-20 15:30:00,8
PLAY: Grue,2025-02-20 15:50:00,8
PLAY: Grue,2025-02-20 16:10:00,8
PLAY: Grue,2025-02-20 16:30:00,8
PLAY: Grue,2025-02-20 16:50:00,8
PLAY: Grue,2025-02-20 17:10:00,8
PLAY: Grue,2025-02-20 17:30:00,8
PLAY: Grue,2025-02-21 10:00:00,8
PLAY: Grue,2025-02-21 10:20:00,8
PLAY: Grue,2025-02-21 10:40:00,8
PLAY: Grue,2025-02-21 11:00:00,8
PLAY: Grue,2025-02-21 11:20:00,8
PLAY: Grue,2025-02-21 11:40:00,8
PLAY: Grue,2025-02-21 12:00:00,8
PLAY: Grue,2025-02-21 12:20:00,8
PLAY: Grue,2025-02-21 12:40:00,4
PLAY: Grue,2025-02-21 13:50:00,7
PLAY: Grue,2025-02-21 14:10:00,8
PLAY: Grue,2025-02-21 14:30:00,9
PLAY: Grue,2025-02-21 14:50:00,8
PLAY: Grue,2025-02-21 15:10:00,8
PLAY: Grue,2025-02-21 15:30:00,8
PLAY: Grue,2025-02-21 15:50:00,7
PLAY: Grue,2025-02-21 16:10:00,8
PLAY: Grue,2025-02-21 16:30:00,7
PLAY: Grue,2025-02-21 16:50:00,8
PLAY: Grue,2025-02-21 17:10:00,8
PLAY: Grue,2025-02-21 17:30:00,8
PLAY: Grue,2025-02-22 10:00:00,8
PLAY: Grue,2025-02-22 10:20:00,8
PLAY: Grue,2025-02-22 10:40:00,8
PLAY: Grue,2025-02-22 11:00:00,8
PLAY: Grue,2025-02-22 11:20:00,8
PLAY: Grue,2025-02-22 11:40:00,8
PLAY: Grue,2025-02-22 12:00:00,7
PLAY: Grue,2025-02-22 12:20:00,8
PLAY: Grue,2025-02-22 13:50:00,8
PLAY: Grue,2025-02-22 14:10:00,8
PLAY: Grue,2025-02-22 14:30:00,8
PLAY: Grue,2025-02-22 14:50:00,8
PLAY: Grue,2025-02-22 15:10:00,8
PLAY: Grue,2025-02-22 15:30:00,8
PLAY: Grue,2025-02-22 15:50:00,9
PLAY: Grue,2025-02-22 16:10:00,7
PLAY: Grue,2025-02-22 16:30:00,7
PLAY: Grue,2025-02-22 16:50:00,11
PLAY: Grue,2025-02-22 17:10:00,7
PLAY: Grue,2025-02-22 17:30:00,7
PLAY: Grue,2025-02-23 10:00:00,9
PLAY: Grue,2025-02-23 10:20:00,8
PLAY: Grue,2025-02-23 10:40:00,8
PLAY: Grue,2025-02-23 11:00:00,8
PLAY: Grue,2025-02-23 11:20:00,8
PLAY: Grue,2025-02-23 11:40:00,8
PLAY: Grue,2025-02-23 12:00:00,8
PLAY: Grue,2025-02-23 12:20:00,9
PLAY: Grue,2025-02-23 13:50:00,8
PLAY: Grue,2025-02-23 14:10:00,9
PLAY: Grue,2025-02-23 14:30:00,8
PLAY: Grue,2025-02-23 14:50:00,8
PLAY: Grue,2025-02-23 15:10:00,8
PLAY: Grue,2025-02-23 15:30:00,8
PLAY: Grue,2025-02-23 15:50:00,8
PLAY: Grue,2025-02-23 16:10:00,8
PLAY: Grue,2025-02-23 16:30:00,8
PLAY: Grue,2025-02-23 16:50:00,8
PLAY: Grue,2025-02-23 17:10:00,8
PLAY: Grue,2025-02-23 17:30:00,8
